ref_url,url,verdict
http://serwer1949266.home.pl/att/index.html,http://serwer1949266.home.pl/att/index.html#modal,Malicious
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/attportal/s/context.dll?id=9002001&type=clickthru&name=cgate.signIn.Pageviews.www-att-net&redirecturl=/i/s.gif?nocache=7956,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.copyright&redirecturl=http://info.yahoo.com/copyright/details.html,Benign
http://serwer1949266.home.pl/att/index.html,http://serwer1949266.home.pl/inqChat.html?IFRAME,Malicious
http://serwer1949266.home.pl/att/index.html,http://www.att.net/,Benign
http://serwer1949266.home.pl/att/index.html,http://serwer1949266.home.pl/att/index.html#,Malicious
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.TOS&redirecturl=http://www.att.com/shop/internet/att-internet-terms-of-service.jsp,Benign
http://serwer1949266.home.pl/att/index.html,http://tpc.googlesyndication.com/safeframe/1-0-31/html/container.html,Benign
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/attportal/s/context.dll?id=9002001&type=clickthru&name=cgate.Register.Pageviews.www-att-net&redirecturl=https://attreg.att.net/PortalRegWeb/PortalRegController?callingAppId=OP&returnUrl=,Benign
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/css/sso/slid/1201/_fontface.css,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.adinfo&redirecturl=http://www.att.net/legal/advertising,Benign
http://serwer1949266.home.pl/att/index.html,http://elportal.att.net,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.AUP&redirecturl=https://www.att.com/legal/terms.aup.html,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.aboutourads&redirecturl=http://info.yahoo.com/privacy/us/yahoo/attandyahoo/adchoices.html,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.IP&redirecturl=http://www.att.com/gen/privacy-policy?pid=2587,Benign
http://serwer1949266.home.pl/att/index.html,https://adservice.google.com.pk/adsid/integrator.js?domain=serwer1949266.home.pl,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net,Benign
http://serwer1949266.home.pl/att/index.html,https://www.att.com/esupport/index.jsp?App_ID=PBY,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.support&redirecturl=https://www.att.com/esupport/index.jsp?App_ID=PBY,Benign
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/css/sso/slid/1201/main_syn.css,Benign
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/design/CDLS10/img/logos/AT&T_logo.png,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.net/s/context.dll?id=1400&type=clickthru&name=global.footer.att.privacy&redirecturl=http://att.yahoo.com/privacy,Benign
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/design/CDLS10/img/logos/Button.png,Benign
http://serwer1949266.home.pl/att/index.html,http://www.uverse.com,Benign
http://serwer1949266.home.pl/att/index.html,https://home.secureapp.att.net/css/sso/slid/1201/mobile.css,Benign
http://serwer1949266.home.pl/att/index.html,http://www.att.com,Benign
http://securedskprtl.moonfruit.com/,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css,Benign
http://securedskprtl.moonfruit.com/,http://securedskprtl.moonfruit.com//_app/1516288797/sm6/fancybox/jquery.fancybox-patch.css,Malicious
http://securedskprtl.moonfruit.com/,https://platform.twitter.com/widgets/widget_iframe.2e05bcc02f9198c4399ba5dc0c61000f.html?origin=http%3A%2F%2Fsecuredskprtl.moonfruit.com&settingsEndpoint=https%3A%2F%2Fsyndication.twitter.com%2Fsettings,Benign
http://securedskprtl.moonfruit.com/,http://securedskprtl.moonfruit.com//_html5/assets/app-common.css,Malicious
http://securedskprtl.moonfruit.com/,http://securedskprtl.moonfruit.com//_app/1516288797/sm6/fancybox/sm.custom.css,Malicious
http://securedskprtl.moonfruit.com/,https://www.moonfruit.com/?utm_source=MFFree&utm_medium=banner&utm_campaign=Free_diy,Benign
http://securedskprtl.moonfruit.com/,http://securedskprtl.moonfruit.com//communities/4/004/013/633/174/images/4635533545.png,Malicious
http://securedskprtl.moonfruit.com/,http://securedskprtl.moonfruit.com//_app/1516288797/sm6/fancybox/jquery.fancybox.css?v=2.1.5,Malicious
http://securedskprtl.moonfruit.com/,https://staticxx.facebook.com/connect/xd_arbiter/r/j-GHT1gpo6-.js?version=43#channel=f338a2d7959a8ae&origin=http%3A%2F%2Fsecuredskprtl.moonfruit.com,Benign
http://securedskprtl.moonfruit.com/,http://securedskprtl.moonfruit.com/#,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.bt.com/,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.bt.com/btmail/cookies,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#cxtHelp_defaultinbox,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#home.bt.com/,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#//home.bt.com/pages/cookies/more-about-cookies.html,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.bt.com/btmail,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#strictlyNeccesaryTooltip,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/container.htm,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page///img01.bt.co.uk/s/assets/031014/globalheader/cookies/css/cookies.css,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.bt.com/btmail,Benign
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#//img01.bt.co.uk/s/assets/031014/images/apple-touch-icon-114x114.png,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#sharingTooltip,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,https://tpc.googlesyndication.com/safeframe/1-0-0/html/container.html,Benign
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#yourCookieSettings,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page///home.bt.com/pages/cookies/more-about-cookies.html,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/common-reset.css,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/override.css,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/BT_logo.png,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#//img01.bt.co.uk/s/assets/031014/images/favicon.ico,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#//img01.bt.co.uk/s/assets/031014/images/apple-touch-icon.png,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#performanceTooltip,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#functionalTooltip,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,"http://www.lostinths.icu/images/work/img/New%20bt%20page/javascript:""<html><bodystyle='background:transparent'></body></html>""",Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.yahoo.co.uk/,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.bt.com/btmail/helplogin,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#//www.bt.com/secure,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.bt.com/btmail/securitylogin,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#//img01.bt.co.uk/s/assets/031014/images/apple-touch-icon-72x72.png,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#cookieHelpTooltip,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/cookies.css,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/#www.bt.com/forgotpassword,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/common.css,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page/Email%20Login%20Page_files/call_skype_logo.png,Malicious
http://www.lostinths.icu/images/work/img/New%20bt%20page/,http://www.lostinths.icu/images/work/img/New%20bt%20page///assets.bt.com/v1/btcomd/assets/css/override.css,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/5.png,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/4.png,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/3.png,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/asd1.png,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/1.png,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/imapin.jpg,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/#,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/favicon.ico,Malicious
https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/,https://legenevyu.duckdns.org/uu/yahoo/493f6772f59b1973e1391a75816a0230/images/2.png,Malicious
http://www.earnyourfirstdollaronline.com/.m/login/mailbox/domain/index.php?email=jim@thejimburkefamily.com,http://images.all-free-download.com/images/graphicthumb/mailbox_clip_art_12155.jpg,Benign
http://www.earnyourfirstdollaronline.com/.m/login/mailbox/domain/index.php?email=jim@thejimburkefamily.com,http://mail.ppscn.com/public/image/projectIcon.ico,Benign
http://services-informations.casadafontenova.com/Gb6dUBY,http://services-informations.casadafontenova.com/Gb6dUBYcss/style.css,Benign
http://services-informations.casadafontenova.com/Gb6dUBY,http://services-informations.casadafontenova.com/Gb6dUBYimg/icon_loader_med.gif,Malicious
http://services-informations.casadafontenova.com/Gb6dUBY,http://services-informations.casadafontenova.com/Gb6dUBYimg/mou.png,Malicious
http://services-informations.casadafontenova.com/Gb6dUBY,http://services-informations.casadafontenova.com/Gb6dUBYimg/logo.svg,Malicious
http://ekowinner.com/home/kth.se,http://office.com/redir/HA102824601.aspx,Benign
http://ekowinner.com/home/kth.se,http://ekowinner.com/home/kth.sedata:image/png,Malicious
http://ekowinner.com/home/kth.se,http://ekowinner.com/home/kth.sedata:image/png,Malicious
http://ekowinner.com/home/kth.se,http://ekowinner.com/home/kth.sedata:image/png,Malicious
http://ekowinner.com/home/kth.se,http://ekowinner.com/home/kth.se#,Malicious
http://ekowinner.com/home/kth.se,http://ekowinner.com/home/kth.sedata:image/png,Malicious
http://ekowinner.com/home/kth.se,https://webmail.kth.se/owa/auth/15.0.1367/themes/resources/favicon.ico,Benign
http://herdental.ro/swag,https://edit.yahoo.com/config/eval_register?.intl=us&.lang=en-US&.pd=ym_ver%253D0%2526c%253D%2526ivt%253D%2526sg%253D&new=1&.done=http%3A//mail.yahoo.com&.src=ym&.v=0&.u=85hcilp8t64n6&partner=&.partner=&pkg=&stepid=&.p=&promo=&.last=,Benign
http://herdental.ro/swag,https://s.yimg.com/zz/combo?kx/ucs/uh/css/291/yunivhead-min.css&kx/ucs/uh/css/221/logo-min.css&kx/ucs/uh/css/288/yunivhead_https-min.css,Benign
http://herdental.ro/swag,https://login.yahoo.com/config/login?.src=ym&.intl=us&.lang=en-US&.help=1&.v=0&.u=85hcilp8t64n6&.last=&.last=&promo=&.bypass=&.partner=&pkg=&stepid=&.pd=ym_ver%253D0%2526c%253D%2526ivt%253D%2526sg%253D&.ab=&.done=http%3A//mail.yahoo.com,Benign
http://herdental.ro/swag,https://open.login.yahoo.com/openid/yrp/signin?idp=facebook&ts=1372787430&.intl=us&.lang=en-US&.done=http%3A%2F%2Fmail.yahoo.com&rpcrumb=3X2Sn3esfVK&.src=ym,Benign
http://herdental.ro/swag,http://help.yahoo.com/l/en-us/yahoo/edit/,Benign
http://herdental.ro/swag,https://s.yimg.com/lq/i/reg/css/yregbase_sec_ui_1_9.css,Benign
http://herdental.ro/swag,http://security.yahoo.com,Benign
http://herdental.ro/swag,http://herdental.ro/swag#yuhead-search,Benign
http://herdental.ro/swag,https://legalredirect.yahoo.com/copyright?intl=us,Benign
http://herdental.ro/swag,https://s.yimg.com/lq/lib/reg/css/container-min-1.css,Benign
http://herdental.ro/swag,https://s.yimg.com/rq/darla/2-4-4/html/ext-render-secure.html,Benign
http://herdental.ro/swag,http://www.yahoo.com/,Benign
http://herdental.ro/swag,https://open.login.yahoo.com/openid/yrp/signin?idp=google&ts=1372787430&.intl=us&.lang=en-US&.done=http%3A%2F%2Fmail.yahoo.com&rpcrumb=3X2Sn3esfVK&.src=ym,Benign
http://herdental.ro/swag,https://www.yahoo.com/,Benign
http://herdental.ro/swag,https://edit.yahoo.com/config/eval_forgot_pw?new=1&.done=http%3A//mail.yahoo.com&.src=ym&partner=&.intl=us&.lang=en-US&pkg=&stepid=&.pd=ym_ver%3d0%26c=&.ab=&.last=,Benign
http://herdental.ro/swag,https://legalredirect.yahoo.com/utos?intl=us,Benign
http://herdental.ro/swag,https://legalredirect.yahoo.com/privacy?intl=us,Benign
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av041.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av061.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av051.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av031.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av021.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av011.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/bt05.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/bt06.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/bt04.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.php#,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/bt02.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/bt03.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/bt01.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/av022.png,Malicious
https://kucing-persia.com/file.exe/index.php,https://kucing-persia.com/file.exe/index.phpimg/favicon.ico,Malicious
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/logout.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://kariera.allegro.pl/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/country_pages/1/0/user_agreement.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://www.google.pl/chrome/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/sell.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/swieta?ref=navbar,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/feedbacks/feedbacks.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://magazyn.allegro.pl/3333-o-nas,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/category_map.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526authentification_files/a_002.htm,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://ssl.allegro.pl/fnd/registration/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526authentification_files/logo-915959e72e.png,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526#,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://ssl.allegro.pl/Password/Reminder.php?redirect_uri=%2Fmyaccount%2F,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://inspiracje.allegro.pl/?ref=navbar,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/watch.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://ssl.allegro.pl/Register.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526authentification_files/32547260.gif,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://www.opera.com/download,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/artykuly/moda-i-uroda?ref=navbar,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://pomoc.allegro.pl/news,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://c.allegrostatic.pl/images/velalayout/8a7cb973.icon.png,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/NewItem/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/bid.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://aukcje.wosp.org.pl/?ref=navbar,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://pomoc.allegro.pl/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526authentification_files/4fd80691.css,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://windows.microsoft.com/en-us/internet-explorer/download-ie,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/sold.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://biznes.allegro.pl/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/country_pages/1/0/cookie_policy.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/won.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://ssl.allegro.pl/fnd/authentication/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://www.facebook.com/v2.3/dialog/oauth?client_id=247847992027919&redirect_uri=https%3A%2F%2Fssl.allegro.pl%2Ffnd%2FfacebookConnect%2F%3Faction%3Dlogin&state=f75038911f37f4d9f79be432b2e2b460&sdk=php-sdk-4.0.23&scope=email,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/feedbacks/add.php,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://a70910669.cdn.optimizely.com/client_storage/a70910669.html,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://www.mozilla.org/firefox,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://allegro.pl/myaccount/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://strefamarek.allegro.pl/?ref=navbar,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,https://c.allegrostatic.pl/images/velalayout/favicons/b8a32074.allegro-pl.ico,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://poznaj.allegro.pl/,Benign
http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526,http://merrepenarts.com.au/wp-content/themes/twentyten/languages/1526authentification_files/allegro-pl-f4a42ae095.png,Benign
http://pracowniaroznosci.pl/st/verification/8N18E8469C5NM067206N/acc_ver.php,https://dashboard.stripe.com/favicon.ico,Benign
http://pracowniaroznosci.pl/st/verification/8N18E8469C5NM067206N/acc_ver.php,http://pracowniaroznosci.pl/st/verification/8N18E8469C5NM067206N/acc_ver.phps.png,Malicious
http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php,http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.phpimages/6.png,Malicious
http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php,http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.phpimages/7.png,Malicious
http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php,http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.phpimages/sihmim.png,Malicious
http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php,http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.phpimages/1.png,Malicious
http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php,http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php#,Malicious
http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.php,http://services-erca.com/media/Yahoo/yaho/yaho/f23c49a60444c8b8c1bcdcdc23d715f0/index2.phpimages/favicon.ico,Malicious
