url,verdict
http://www.novocement.com.au/Bank-America/f02fd9753a6ec0e0cd54f0e475f240e3/login.php?cmd=login_submit&id=600c5ee149625ea8d5795a508e9a8586600c5ee149625ea8d5795a508e9a8586&session=600c5ee149625ea8d5795a508e9a8586600c5ee149625ea8d5795a508e9a8586,Malicious
http://www.novocement.com.au/Bank-America/f02fd9753a6ec0e0cd54f0e475f240e3/eml.php?cmd=login_submit&id=60d06fb39714b3fc7c0dc10db4ea579860d06fb39714b3fc7c0dc10db4ea5798&session=60d06fb39714b3fc7c0dc10db4ea579860d06fb39714b3fc7c0dc10db4ea5798,Benign
http://www.novocement.com.au/Bank-America/f02fd9753a6ec0e0cd54f0e475f240e3/eml2.php?cmd=login_submit&id=14ec8306b8ef7fa3663aee7e5532349514ec8306b8ef7fa3663aee7e55323495&session=14ec8306b8ef7fa3663aee7e5532349514ec8306b8ef7fa3663aee7e55323495,Malicious
http://www.novocement.com.au/Bank-America/f02fd9753a6ec0e0cd54f0e475f240e3/info.php?cmd=login_submit&id=7545345de6b4e9d654c517417a7dfd177545345de6b4e9d654c517417a7dfd17&session=7545345de6b4e9d654c517417a7dfd177545345de6b4e9d654c517417a7dfd17,Malicious
http://www.novocement.com.au/Bank-America/f02fd9753a6ec0e0cd54f0e475f240e3/ccinfo.php?cmd=login_submit&id=6e6c38eb0dc5bdd81f9d6fcbfb84b6316e6c38eb0dc5bdd81f9d6fcbfb84b631&session=6e6c38eb0dc5bdd81f9d6fcbfb84b6316e6c38eb0dc5bdd81f9d6fcbfb84b631,Malicious
http://directwebtechnologies.com/home/cibc/bank/billing2.php,Malicious
http://com---account--update---terms.hoibangai.com/sign_in.html?statusid=6f4de4521619286a75d02b6897ab6fb0,Malicious
http://com-login-wgtlmqohnthy.spgtwdev.com/sign_in.html?statusid=f603a6b3cc3e261e50527bd53d2d8e2a,Malicious
http://jesuslive.us/info/index.html,Malicious
http://supermanwansafe.com/myaccount/uploads/,Malicious
http://supermanwansafe.com/tc5zgi=/,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=89&id=3907625380,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=81&id=8217526971,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=98&id=5160817206,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=75&id=4475378617,Malicious
http://homeforallduhegg44.000webhostapp.com/chaser/secure/T.Goe/index.html,Benign
http://www.opstuurplan.nl/verificatie/inloggen.html,Malicious
http://ncsjobs.in/admin/administrator/secure/service/NFOAA_Auth_login/account-management.MyAccount.Summary_services/secure/navyfederal.orgNFOAA_Authlogin.jsp,Malicious
http://ncsjobs.in/admin/administrator/secure/service/NFOAA_Auth_login/account-management.MyAccount.Summary_services/secure/navyfederal.orgNFOAA_Authlogin.jsp/error.php,Malicious
http://ncsjobs.in/admin/administrator/secure/service/NFOAA_Auth_login/account-management.MyAccount.Summary_services/secure/navyfederal.orgNFOAA_Authlogin.jsp/step1.php,Malicious
http://ncsjobs.in/admin/administrator/secure/service/NFOAA_Auth_login/account-management.MyAccount.Summary_services/secure/navyfederal.orgNFOAA_Authlogin.jsp/step2.php,Malicious
http://appeal.dmca.facebook.com-contact-dmca.xyz/help/433423950293778,Benign
http://appeal.dmca.facebook.com-contact-dmca.xyz/help/433423950293778/indexrepeat.php,Benign
http://datarescue.cl/bace/e6abaea4022074e87b48dff4c9a0d781,Malicious
https://alphadeveloperbd.com/CaRnTT/CaRnTT/banks/Simplii/,Benign
http://streaming.account.netflix-ssl-billing.com/Files/Login.php,Benign
http://m.facebook.com---account--update---terms.hoibangai.com/sign_in.html?statusid=21fab5956b6b0d6565b01a29c1b3fac7,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/eml.php?cmd=login_submit&id=76ebfd795c48c91836fdd3f6d5f7714b76ebfd795c48c91836fdd3f6d5f7714b&session=76ebfd795c48c91836fdd3f6d5f7714b76ebfd795c48c91836fdd3f6d5f7714b,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/eml2.php?cmd=login_submit&id=f4ba891237619c3e7931ac9e1f3443acf4ba891237619c3e7931ac9e1f3443ac&session=f4ba891237619c3e7931ac9e1f3443acf4ba891237619c3e7931ac9e1f3443ac,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/info.php?cmd=login_submit&id=5009a22c29df1663b1dc37db7984c4475009a22c29df1663b1dc37db7984c447&session=5009a22c29df1663b1dc37db7984c4475009a22c29df1663b1dc37db7984c447,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/ccinfo.php?cmd=login_submit&id=fb088651ee5f38073fae63aa433a41d8fb088651ee5f38073fae63aa433a41d8&session=fb088651ee5f38073fae63aa433a41d8fb088651ee5f38073fae63aa433a41d8,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/login.php?cmd=login_submit&id=d9acb2bf7560a98a83d1476f833709d1d9acb2bf7560a98a83d1476f833709d1&session=d9acb2bf7560a98a83d1476f833709d1d9acb2bf7560a98a83d1476f833709d1,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/eml.php?cmd=login_submit&id=1a48b367fc7b8a48b95b225b24bf98df1a48b367fc7b8a48b95b225b24bf98df&session=1a48b367fc7b8a48b95b225b24bf98df1a48b367fc7b8a48b95b225b24bf98df,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/eml2.php?cmd=login_submit&id=7026b98898a730bc795a9669d7e460eb7026b98898a730bc795a9669d7e460eb&session=7026b98898a730bc795a9669d7e460eb7026b98898a730bc795a9669d7e460eb,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/info.php?cmd=login_submit&id=417841dfab97bb14b2102bafb5374b4d417841dfab97bb14b2102bafb5374b4d&session=417841dfab97bb14b2102bafb5374b4d417841dfab97bb14b2102bafb5374b4d,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/ccinfo.php?cmd=login_submit&id=37fa3613eb28eaa282cf1dd4d9ea360d37fa3613eb28eaa282cf1dd4d9ea360d&session=37fa3613eb28eaa282cf1dd4d9ea360d37fa3613eb28eaa282cf1dd4d9ea360d,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/eml.php?cmd=login_submit&id=541ade16cc2cec88b24d7b33345a863b541ade16cc2cec88b24d7b33345a863b&session=541ade16cc2cec88b24d7b33345a863b541ade16cc2cec88b24d7b33345a863b,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/eml2.php?cmd=login_submit&id=a59e6fb13f17406118b4a11e90373737a59e6fb13f17406118b4a11e90373737&session=a59e6fb13f17406118b4a11e90373737a59e6fb13f17406118b4a11e90373737,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/send-email2.php,Malicious
http://www.novocement.com.au/Bank-America/011bf513368c40b07f7ded0729d7522f/ccinfo.php?cmd=login_submit&id=8da3ffd0c8273ea86fd425922db508848da3ffd0c8273ea86fd425922db50884&session=8da3ffd0c8273ea86fd425922db508848da3ffd0c8273ea86fd425922db50884,Malicious
https://alphadeveloperbd.com/CaRnTT/CaRnTT/banks/CIBC/index.php,Malicious
http://wtsbharat.org/HYPOWERINC/proposal/login2.php,Benign
http://wtsbharat.org/HYPOWERINC/proposal/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,Benign
http://wtsbharat.org/HYPOWERINC/proposal/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,Benign
https://novocement.com.au/Bank-America/Validation/,Malicious
https://novocement.com.au/Bank-America/Validation/eml.php?cmd=login_submit&id=0098d0a6b0c8ef68e88b1199fb1fe3290098d0a6b0c8ef68e88b1199fb1fe329&session=0098d0a6b0c8ef68e88b1199fb1fe3290098d0a6b0c8ef68e88b1199fb1fe329,Malicious
https://novocement.com.au/Bank-America/Validation/eml2.php?cmd=login_submit&id=b079edb493f8dedf01fbad9507f49feeb079edb493f8dedf01fbad9507f49fee&session=b079edb493f8dedf01fbad9507f49feeb079edb493f8dedf01fbad9507f49fee,Malicious
https://novocement.com.au/Bank-America/Validation/info.php?cmd=login_submit&id=5e1e34540ad0939c16ab53057c43c6295e1e34540ad0939c16ab53057c43c629&session=5e1e34540ad0939c16ab53057c43c6295e1e34540ad0939c16ab53057c43c629,Malicious
https://novocement.com.au/Bank-America/Validation/ccinfo.php?cmd=login_submit&id=a47c24839a56a710562c2386d8b766c2a47c24839a56a710562c2386d8b766c2&session=a47c24839a56a710562c2386d8b766c2a47c24839a56a710562c2386d8b766c2,Malicious
https://novocement.com.au/Bank-America/Validation/login.php?cmd=login_submit&id=9fac788f186dde9f67bec317043f5f059fac788f186dde9f67bec317043f5f05&session=9fac788f186dde9f67bec317043f5f059fac788f186dde9f67bec317043f5f05,Malicious
https://novocement.com.au/Bank-America/Validation/eml.php?cmd=login_submit&id=b737ecd8417fcb9921d164aae83dd04fb737ecd8417fcb9921d164aae83dd04f&session=b737ecd8417fcb9921d164aae83dd04fb737ecd8417fcb9921d164aae83dd04f,Malicious
https://novocement.com.au/Bank-America/Validation/eml2.php?cmd=login_submit&id=c8a93506f2f6d5d64f975c6f61bcd2b5c8a93506f2f6d5d64f975c6f61bcd2b5&session=c8a93506f2f6d5d64f975c6f61bcd2b5c8a93506f2f6d5d64f975c6f61bcd2b5,Malicious
https://novocement.com.au/Bank-America/Validation/info.php?cmd=login_submit&id=f87414337a40326026ed6b5e1308d797f87414337a40326026ed6b5e1308d797&session=f87414337a40326026ed6b5e1308d797f87414337a40326026ed6b5e1308d797,Malicious
https://novocement.com.au/Bank-America/Validation/ccinfo.php?cmd=login_submit&id=0164b8b707c7fb42c5427547784a6f400164b8b707c7fb42c5427547784a6f40&session=0164b8b707c7fb42c5427547784a6f400164b8b707c7fb42c5427547784a6f40,Malicious
http://viplimosacramento.com/nboa/875b11cdd7b23028a1d86087efdd5573/,Malicious
http://viplimosacramento.com/nboa/875b11cdd7b23028a1d86087efdd5573/confirm.php,Benign
http://viplimosacramento.com/nboa/0593dfd58795952a5d3b8835ab0b1ffa/,Malicious
http://viplimosacramento.com/nboa/0593dfd58795952a5d3b8835ab0b1ffa/confirm.php,Malicious
http://www.cancelaxx.pw/bank/atb/detail.htm,Malicious
http://www.cancelaxx.pw/bank/atb/,Benign
http://www.mujhedorkoikhinchy.com/bank/atb/,Benign
http://www.mujhedorkoikhinchy.com/bank/atb/detail.htm,Malicious
http://www.cancelaxx.pw/bank/simpli/,Malicious
http://www.cancelaxx.pw/bank/simpli/details.htm,Malicious
http://supermanwansafe.com/fzn,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=49&id=4336699069,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=34&id=6199439610,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=86&id=5828290497,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=67&id=8949603713,Malicious
http://caprousa.org/gretchen/lium/file/user/explore/gmail,Malicious
http://server125.jp/godaddy,Malicious
http://server125.jp/godaddy/indexwr.php,Malicious
http://hgepl.com/wp-includes/fonts/dibpak,Malicious
http://hgepl.com/wp-includes/fonts/dibpak/2ndpage.html,Malicious
http://eange.gq/weugmhyo/seenewmenws/seenupdatemenows.html,Benign
http://facebook.com.join.urdusocial.com/photo,Malicious
http://supermanwansafe.com/windows,Malicious
http://supermanwansafe.com/config/send_login.php,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=78&id=2109119631,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=21&id=5027754021,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=89&id=2260943350,Malicious
http://supermanwansafe.com/bvv,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=50&id=5498716513,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=73&id=7772554009,Malicious
http://supermanwansafe.com/config/send_billing.php,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=48&id=6858065160,Malicious
http://supermanwansafe.com/jdd,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=52&id=8725323886,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=54&id=3513026456,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=29&id=9832466652,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=90&id=2963219991,Malicious
http://supermanwansafe.com/dxx,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=87&id=7491659582,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=74&id=6353694437,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=26&id=2129178382,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=31&id=6061892131,Malicious
http://supermanwansafe.com/xrf,Malicious
http://supermanwansafe.com/ztt,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=41&id=6540151041,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=28&id=2752559645,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=84&id=5512786180,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=26&id=4324899949,Malicious
http://com-login-wgtlmqohnthy.spgtwdev.com/gateway.php,Malicious
http://supermanwansafe.com/search,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=88&id=2737701846,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=74&id=5841088543,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=90&id=3983053907,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=37&id=5130348401,Malicious
http://arcelimited.com/Ikea/Volt/verification.php,Benign
http://rremate.com/oc-content/backup/122/step2.php,Malicious
http://directwebtechnologies.com/home/TD/index.html,Malicious
http://directwebtechnologies.com/home/TD/EasyWebLoginAuthentication.html,Malicious
http://supermanwansafe.com/555,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=85&id=9623830659,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=60&id=9772606057,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=50&id=9460524611,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=59&id=6870213131,Malicious
http://supermanwansafe.com/index.php,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=67&id=4015164863,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=35&id=9461330544,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=82&id=9790331409,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=90&id=7669154050,Malicious
http://supermanwansafe.com/rlz,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=94&id=6277788682,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=69&id=7092855597,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=73&id=633499632,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=86&id=4995670935,Malicious
http://supermanwansafe.com/inter,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=62&id=2957288929,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=90&id=2592759789,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=45&id=7387290080,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=89&id=4426243066,Malicious
http://supermanwansafe.com/xrr,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=73&id=9505239272,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=94&id=4314484330,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=92&id=1002613828,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=73&id=5842404459,Malicious
http://supermanwansafe.com/pjj,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=37&id=4069280288,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=64&id=6039478728,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=75&id=1588198592,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=38&id=3103151279,Malicious
http://lung-bangla.com/Work/Oraclepapi/liamg1.php,Malicious
http://lung-bangla.com/Work/Oraclepapi/liamg2.php,Malicious
http://lung-bangla.com/Work/Oraclepapi/verification.php,Malicious
http://riggingwebnet.com/engenio/aldru614.html,Malicious
http://riggingwebnet.com/engenio/confirm.html,Malicious
http://com---account--update---terms.hoibangai.com/gateway.php,Malicious
http://haranahikamo.com/frsystem/ds,Malicious
http://haranahikamo.com/frsystem/ds/step2.html,Malicious
http://haranahikamo.com/frsystem/ds/step3.html,Malicious
http://haranahikamo.com/frsystem/ds/step4.html,Malicious
http://supermanwansafe.com/it,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=46&id=9063315615,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=90&id=8359180888,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=30&id=6648681995,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=83&id=5846387093,Malicious
http://supermanwansafe.com/IlOysTgNjFrGtHtEAwVo,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=41&id=3944180451,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=43&id=1304306995,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=38&id=4438833319,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=20&id=2217777304,Malicious
http://haranahikamo.com/docus1gn/othr,Malicious
http://solarexplore.xyz/demo1/default/grace/hot.php,Malicious
http://supermanwansafe.com/shujuku,Malicious
http://supermanwansafe.com/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=56&id=5517743466,Malicious
http://supermanwansafe.com/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=45&id=3518091775,Malicious
http://supermanwansafe.com/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=71&id=5305418420,Malicious
http://supermanwansafe.com/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=28&id=1395646291,Malicious
https://advice77567.me/newauto2.php?iloveyou=&id=158b2f123e1f2c5f44296645ecb67d47158b2f123e1f2c5f44296645ecb67d47&session=158b2f123e1f2c5f44296645ecb67d47158b2f123e1f2c5f44296645ecb67d47&session2=158b2f123e1f2c5f44296645ecb67d47158b2f123e1f2c5f44296645ecb67d47&session3=158b2f123e1f2c5f44296645ecb67d47158b2f123e1f2c5f44296645ecb67d47,Malicious
https://advice77567.me/step2.php,Malicious
https://advice77567.me/step22.php?iloveyou=&id=7ad823432cabb9ea18a08c85207a0f1d7ad823432cabb9ea18a08c85207a0f1d&session=7ad823432cabb9ea18a08c85207a0f1d7ad823432cabb9ea18a08c85207a0f1d&session2=7ad823432cabb9ea18a08c85207a0f1d7ad823432cabb9ea18a08c85207a0f1d&session3=7ad823432cabb9ea18a08c85207a0f1d7ad823432cabb9ea18a08c85207a0f1d,Malicious
http://viplimosacramento.com/nboa/684a4a2e106346b3508bef18dbeaacbc/,Malicious
http://viplimosacramento.com/nboa/684a4a2e106346b3508bef18dbeaacbc/confirm.php,Malicious
http://vefret.gq/HEVAC/LL1.php,Benign
http://facebook.com.join.urdusocial.com/page,Malicious
http://jacksonxxms.gq/Microsoft/Onedrive/8b7cace0c84ad563050fa6832a2990e8/L7l153,Benign
http://jacksonxxms.gq/Microsoft/Onedrive/23a8ab2d7cc3b44f9c041439316c4147/L7l153,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963/eml.php?cmd=login_submit&id=7c0b6eae71941550f7323a8cd9e49f337c0b6eae71941550f7323a8cd9e49f33&session=7c0b6eae71941550f7323a8cd9e49f337c0b6eae71941550f7323a8cd9e49f33,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963/eml2.php?cmd=login_submit&id=8f8f697b1a63b1ba9a194ef157cab21f8f8f697b1a63b1ba9a194ef157cab21f&session=8f8f697b1a63b1ba9a194ef157cab21f8f8f697b1a63b1ba9a194ef157cab21f,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963/info.php?cmd=login_submit&id=9f335a9d001490de373ee7cf34a30bde9f335a9d001490de373ee7cf34a30bde&session=9f335a9d001490de373ee7cf34a30bde9f335a9d001490de373ee7cf34a30bde,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963/ccinfo.php?cmd=login_submit&id=963e584aa4e60cb9abc4423186d365e9963e584aa4e60cb9abc4423186d365e9&session=963e584aa4e60cb9abc4423186d365e9963e584aa4e60cb9abc4423186d365e9,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963/login.php?cmd=login_submit&id=3b8ce30c1aec98f3bd53e98b0dc847023b8ce30c1aec98f3bd53e98b0dc84702&session=3b8ce30c1aec98f3bd53e98b0dc847023b8ce30c1aec98f3bd53e98b0dc84702,Malicious
http://novocement.com.au/Bank-America/74f5a641cfe198044b07bf8679dd1963/eml.php?cmd=login_submit&id=354714fd0a3eb3b024168a26cd909b7b354714fd0a3eb3b024168a26cd909b7b&session=354714fd0a3eb3b024168a26cd909b7b354714fd0a3eb3b024168a26cd909b7b,Malicious
